State,Station,Fiscal Year,Note,Value
Florida,"Jacksonville, Florida",2019,,63969
Florida,"Hollywood, Florida",2019,,21652
Florida,"Fort Lauderdale, Florida",2019,,41218
Florida,"Delray Beach, Florida",2019,,14752
Florida,"DeLand, Florida",2019,,20453
Florida,"Deerfield Beach, Florida",2019,,21066
Florida,"Winter Park, Florida",2020,,14828
Florida,"Winter Haven, Florida",2020,,13321
Florida,"West Palm Beach, Florida",2020,,32819
Florida,"Tampa, Florida",2020,,65718
Florida,"Sebring, Florida",2020,,9166
Florida,"Sanford (Auto Train Station), Florida",2020,,163468
Florida,"Palatka, Florida",2020,,7723
Florida,"Orlando, Florida",2020,,72267
Florida,"Okeechobee, Florida",2020,,2809
Florida,"Miami, Florida",2020,,39123
Florida,"Lakeland, Florida",2020,,10733
Florida,"Kissimmee, Florida",2020,,20757
Florida,"Jacksonville, Florida",2020,,39872
Florida,"Hollywood, Florida",2020,,13067
Florida,"Fort Lauderdale, Florida",2020,,26357
Florida,"Delray Beach, Florida",2020,,8829
Florida,"DeLand, Florida",2020,,12338
Florida,"Deerfield Beach, Florida",2020,,12262
Florida,"Winter Park, Florida",2021,,12993
Florida,"Winter Haven, Florida",2021,,15227
Florida,"West Palm Beach, Florida",2021,,28756
Florida,"Tampa, Florida",2021,,52376
Florida,"Sebring, Florida",2021,,8619
Florida,"Sanford (Auto Train Station), Florida",2021,,197708
Florida,"Palatka, Florida",2021,,7171
Florida,"Orlando, Florida",2021,,73327
Florida,"Okeechobee, Florida",2021,,2023
Florida,"Miami, Florida",2021,,37411
Florida,"Lakeland, Florida",2021,,7851
Florida,"Kissimmee, Florida",2021,,21158
Florida,"Jacksonville, Florida",2021,,39709
Florida,"Hollywood, Florida",2021,,13042
Florida,"Fort Lauderdale, Florida",2021,,23073
Florida,"Delray Beach, Florida",2021,,7194
Florida,"DeLand, Florida",2021,,10433
Florida,"Deerfield Beach, Florida",2021,,11094
Florida,"Winter Park, Florida",2022,,16388
Florida,"Winter Haven, Florida",2022,,17397
Florida,"West Palm Beach, Florida",2022,,39440
Florida,"Tampa, Florida",2022,,110901
Florida,"Sebring, Florida",2022,,10301
Florida,"Sanford (Auto Train Station), Florida",2022,,269381
Florida,"Palatka, Florida",2022,,8641
Florida,"Orlando, Florida",2022,,89933
Florida,"Okeechobee, Florida",2022,,4104
Florida,"Miami, Florida",2022,,50992
Florida,"Lakeland, Florida",2022,,16803
Florida,"Kissimmee, Florida",2022,,26862
Florida,"Jacksonville, Florida",2022,,48144
Florida,"Hollywood, Florida",2022,,17060
Florida,"Fort Lauderdale, Florida",2022,,31194
Florida,"Delray Beach, Florida",2022,,10476
Florida,"DeLand, Florida",2022,,13442
Florida,"Deerfield Beach, Florida",2022,,15142
Georgia,"Toccoa, Georgia",2005,,1586
Georgia,"Savannah, Georgia",2005,,19427
Georgia,"Jesup, Georgia",2005,,2984
Georgia,"Gainesville, Georgia",2005,,2238
Georgia,"Atlanta, Georgia",2005,,44229
Georgia,"Toccoa, Georgia",2010,,3497
Georgia,"Savannah, Georgia",2010,,65656
Georgia,"Jesup, Georgia",2010,,9106
Georgia,"Gainesville, Georgia",2010,,5187
Georgia,"Atlanta, Georgia",2010,,112364
Georgia,"Toccoa, Georgia",2011,,3826
Georgia,"Savannah, Georgia",2011,,69379
Georgia,"Jesup, Georgia",2011,,9900
Georgia,"Gainesville, Georgia",2011,,5921
Georgia,"Atlanta, Georgia",2011,,114938
Georgia,"Toccoa, Georgia",2012,,4434
Georgia,"Savannah, Georgia",2012,,72321
Georgia,"Jesup, Georgia",2012,,10086
Georgia,"Gainesville, Georgia",2012,,9387
Georgia,"Atlanta, Georgia",2012,,104854
Georgia,"Toccoa, Georgia",2013,,4266
Georgia,"Savannah, Georgia",2013,,71658
Georgia,"Jesup, Georgia",2013,,10692
Georgia,"Gainesville, Georgia",2013,,6464
Georgia,"Atlanta, Georgia",2013,,99005
Georgia,"Toccoa, Georgia",2014,,3021
Georgia,"Savannah, Georgia",2014,,63016
Georgia,"Jesup, Georgia",2014,,10636
Georgia,"Gainesville, Georgia",2014,,6448
Georgia,"Atlanta, Georgia",2014,,95630
Georgia,"Toccoa, Georgia",2015,,2640
Georgia,"Savannah, Georgia",2015,,59801
Georgia,"Jesup, Georgia",2015,,10284
Georgia,"Gainesville, Georgia",2015,,6176
Georgia,"Atlanta, Georgia",2015,,85252
Georgia,"Toccoa, Georgia",2016,,2516
Georgia,"Savannah, Georgia",2016,,55654
Georgia,"Jesup, Georgia",2016,,10091
Georgia,"Gainesville, Georgia",2016,,5028
Georgia,"Atlanta, Georgia",2016,,79915
Georgia,"Toccoa, Georgia",2017,,3407
Georgia,"Savannah, Georgia",2017,,57180
Georgia,"Jesup, Georgia",2017,,9648
Georgia,"Gainesville, Georgia",2017,,5493
Georgia,"Atlanta, Georgia",2017,,77751
Georgia,"Toccoa, Georgia",2018,,2324
Georgia,"Savannah, Georgia",2018,,53769
Georgia,"Jesup, Georgia",2018,,9461
Georgia,"Gainesville, Georgia",2018,,5032
Georgia,"Atlanta, Georgia",2018,,72197
Georgia,"Toccoa, Georgia",2019,,2381
Georgia,"Savannah, Georgia",2019,,56220
Georgia,"Jesup, Georgia",2019,,9767
Georgia,"Gainesville, Georgia",2019,,5227
Georgia,"Atlanta, Georgia",2019,,68112
Georgia,"Toccoa, Georgia",2020,,1375
Georgia,"Savannah, Georgia",2020,,33600
Georgia,"Jesup, Georgia",2020,,6051
Georgia,"Gainesville, Georgia",2020,,3157
Georgia,"Atlanta, Georgia",2020,,41277
Georgia,"Toccoa, Georgia",2021,,875
Georgia,"Savannah, Georgia",2021,,32763
Georgia,"Jesup, Georgia",2021,,5221
Georgia,"Gainesville, Georgia",2021,,2188
Georgia,"Atlanta, Georgia",2021,,34941
Georgia,"Toccoa, Georgia",2022,,1304
Georgia,"Savannah, Georgia",2022,,48796
Georgia,"Jesup, Georgia",2022,,5959
Georgia,"Gainesville, Georgia",2022,,3320
Georgia,"Atlanta, Georgia",2022,,49579
Idaho,"Sandpoint, Idaho",2005,,2721
Idaho,"Sandpoint, Idaho",2010,,5606
Idaho,"Sandpoint, Idaho",2011,,5296
Idaho,"Sandpoint, Idaho",2012,,8815
Idaho,"Sandpoint, Idaho",2013,,9196
Idaho,"Sandpoint, Idaho",2014,,8489
Idaho,"Sandpoint, Idaho",2015,,7867
Idaho,"Sandpoint, Idaho",2016,,7510
Idaho,"Sandpoint, Idaho",2017,,7366
Idaho,"Sandpoint, Idaho",2018,,7166
Idaho,"Sandpoint, Idaho",2019,,6726
Idaho,"Sandpoint, Idaho",2020,,4186
Idaho,"Sandpoint, Idaho",2021,,3594
Idaho,"Sandpoint, Idaho",2022,,4537
Illinois,"Summit, Illinois",2005,,1660
Illinois,"Springfield, Illinois",2005,,52929
Illinois,"Rantoul, Illinois",2005,,412
Illinois,"Quincy, Illinois",2005,,14942
Illinois,"Princeton, Illinois",2005,,9493
Illinois,"Pontiac, Illinois",2005,,3911
Illinois,"Plano, Illinois",2005,,1062
Illinois,"Naperville, Illinois",2005,,17641
Illinois,"Mendota, Illinois",2005,,5820
Illinois,"Mattoon, Illinois",2005,,7730
Illinois,"Macomb, Illinois",2005,,19121
Illinois,"Lincoln, Illinois",2005,,7421
Illinois,"La Grange Road, Illinois",2005,,3391
Illinois,"Kewanee, Illinois",2005,,3859
Illinois,"Kankakee, Illinois",2005,,4002
Illinois,"Joliet, Illinois",2005,,11824
Illinois,"Homewood, Illinois",2005,,11013
Illinois,"Glenview, Illinois",2005,,20617
Illinois,"Gilman, Illinois",2005,,474
Illinois,"Galesburg, Illinois",2005,,36489
Illinois,"Effingham, Illinois",2005,,5179
Illinois,"Dwight, Illinois",2005,,2263
Illinois,"Du Quoin, Illinois",2005,,2103
Illinois,"Chicago, Illinois",2005,,1226962
Illinois,"Champaign-Urbana, Illinois",2005,,39863
Illinois,"Centralia, Illinois",2005,,5926
Illinois,"Carlinville, Illinois",2005,,2680
Illinois,"Carbondale, Illinois",2005,,38905
Illinois,"Bloomington/Normal, Illinois",2005,,47201
Illinois,"Alton, Illinois",2005,,16683
Illinois,"Summit, Illinois",2010,,7912
Illinois,"Springfield, Illinois",2010,,190172
Illinois,"Rantoul, Illinois",2010,,4085
Illinois,"Quincy, Illinois",2010,,46279
Illinois,"Princeton, Illinois",2010,,31644
Illinois,"Pontiac, Illinois",2010,,15478
Illinois,"Plano, Illinois",2010,,5481
Illinois,"Naperville, Illinois",2010,,50733
Illinois,"Mendota, Illinois",2010,,21082
Illinois,"Mattoon, Illinois",2010,,32818
Illinois,"Macomb, Illinois",2010,,72717
Illinois,"Lincoln, Illinois",2010,,23723
Illinois,"La Grange Road, Illinois",2010,,14252
Illinois,"Kewanee, Illinois",2010,,13635
Illinois,"Kankakee, Illinois",2010,,17519
Illinois,"Joliet, Illinois",2010,,53322
Illinois,"Homewood, Illinois",2010,,34233
Illinois,"Glenview, Illinois",2010,,66629
Illinois,"Gilman, Illinois",2010,,2172
Illinois,"Galesburg, Illinois",2010,,102851
Illinois,"Effingham, Illinois",2010,,22394
Illinois,"Dwight, Illinois",2010,,9911
Illinois,"Du Quoin, Illinois",2010,,9250
Illinois,"Chicago, Illinois",2010,,3288054
Illinois,"Champaign-Urbana, Illinois",2010,,142406
Illinois,"Centralia, Illinois",2010,,22009
Illinois,"Carlinville, Illinois",2010,,11364
Illinois,"Carbondale, Illinois",2010,,116094
Illinois,"Bloomington/Normal, Illinois",2010,,209629
Illinois,"Alton, Illinois",2010,,64674
Illinois,"Summit, Illinois",2011,,7914
Illinois,"Springfield, Illinois",2011,,159444
Illinois,"Rantoul, Illinois",2011,,4808
Illinois,"Quincy, Illinois",2011,,50842
Illinois,"Princeton, Illinois",2011,,33678
Illinois,"Pontiac, Illinois",2011,,13824
Illinois,"Plano, Illinois",2011,,6188
Illinois,"Naperville, Illinois",2011,,53918
Illinois,"Mendota, Illinois",2011,,23768
Illinois,"Mattoon, Illinois",2011,,38328
Illinois,"Macomb, Illinois",2011,,78129
Illinois,"Lincoln, Illinois",2011,,17541
Illinois,"La Grange Road, Illinois",2011,,14868
Illinois,"Kewanee, Illinois",2011,,13936
Illinois,"Kankakee, Illinois",2011,,19732
Illinois,"Joliet, Illinois",2011,,54668
Illinois,"Homewood, Illinois",2011,,39443
Illinois,"Glenview, Illinois",2011,,70494
Illinois,"Gilman, Illinois",2011,,2758
Illinois,"Galesburg, Illinois",2011,,104208
Illinois,"Effingham, Illinois",2011,,25641
Illinois,"Dwight, Illinois",2011,,8937
Illinois,"Du Quoin, Illinois",2011,,10241
Illinois,"Chicago, Illinois",2011,,3393695
Illinois,"Champaign-Urbana, Illinois",2011,,164404
Illinois,"Centralia, Illinois",2011,,25275
Illinois,"Carlinville, Illinois",2011,,7831
Illinois,"Carbondale, Illinois",2011,,136920
Illinois,"Bloomington/Normal, Illinois",2011,,244566
Illinois,"Alton, Illinois",2011,,50220
Illinois,"Summit, Illinois",2012,,9072
Illinois,"Springfield, Illinois",2012,,192216
Illinois,"Rantoul, Illinois",2012,,4909
Illinois,"Quincy, Illinois",2012,,53633
Illinois,"Princeton, Illinois",2012,,34713
Illinois,"Pontiac, Illinois",2012,,14429
Illinois,"Plano, Illinois",2012,,6344
Illinois,"Naperville, Illinois",2012,,54213
Illinois,"Mendota, Illinois",2012,,24250
Illinois,"Mattoon, Illinois",2012,,42011
Illinois,"Macomb, Illinois",2012,,80000
Illinois,"Lincoln, Illinois",2012,,22473
Illinois,"La Grange Road, Illinois",2012,,15120
Illinois,"Kewanee, Illinois",2012,,16504
Illinois,"Kankakee, Illinois",2012,,22110
Illinois,"Joliet, Illinois",2012,,63102
Illinois,"Homewood, Illinois",2012,,43055
Illinois,"Glenview, Illinois",2012,,71827
Illinois,"Gilman, Illinois",2012,,2862
Illinois,"Galesburg, Illinois",2012,,106491
Illinois,"Effingham, Illinois",2012,,28530
Illinois,"Dwight, Illinois",2012,,10184
Illinois,"Du Quoin, Illinois",2012,,10776
Illinois,"Chicago, Illinois",2012,,3483313
Illinois,"Champaign-Urbana, Illinois",2012,,178353
Illinois,"Centralia, Illinois",2012,,26496
Illinois,"Carlinville, Illinois",2012,,10557
Illinois,"Carbondale, Illinois",2012,,140093
Illinois,"Bloomington/Normal, Illinois",2012,,239981
Illinois,"Alton, Illinois",2012,,63027
Illinois,"Summit, Illinois",2013,,11084
Illinois,"Springfield, Illinois",2013,,202095
Illinois,"Rantoul, Illinois",2013,,5823
Illinois,"Quincy, Illinois",2013,,50378
Illinois,"Princeton, Illinois",2013,,36118
Illinois,"Pontiac, Illinois",2013,,17077
Illinois,"Plano, Illinois",2013,,6901
Illinois,"Naperville, Illinois",2013,,53135
Illinois,"Mendota, Illinois",2013,,25410
Illinois,"Mattoon, Illinois",2013,,44598
Illinois,"Macomb, Illinois",2013,,77082
Illinois,"Lincoln, Illinois",2013,,25393
Illinois,"La Grange Road, Illinois",2013,,15365
Illinois,"Kewanee, Illinois",2013,,16510
Illinois,"Kankakee, Illinois",2013,,24067
Illinois,"Joliet, Illinois",2013,,70142
Illinois,"Homewood, Illinois",2013,,46552
Illinois,"Glenview, Illinois",2013,,65849
Illinois,"Gilman, Illinois",2013,,3257
Illinois,"Galesburg, Illinois",2013,,103717
Illinois,"Effingham, Illinois",2013,,29359
Illinois,"Dwight, Illinois",2013,,10763
Illinois,"Du Quoin, Illinois",2013,,11481
Illinois,"Chicago, Illinois",2013,,3522388
Illinois,"Champaign-Urbana, Illinois",2013,,190851
Illinois,"Centralia, Illinois",2013,,27618
Illinois,"Carlinville, Illinois",2013,,13418
Illinois,"Carbondale, Illinois",2013,,135891
Illinois,"Bloomington/Normal, Illinois",2013,,263235
Illinois,"Alton, Illinois",2013,,73043
Illinois,"Summit, Illinois",2014,,12528
Illinois,"Springfield, Illinois",2014,,194762
Illinois,"Rantoul, Illinois",2014,,5908
Illinois,"Quincy, Illinois",2014,,47185
Illinois,"Princeton, Illinois",2014,,35786
Illinois,"Pontiac, Illinois",2014,,16474
Illinois,"Plano, Illinois",2014,,7193
Illinois,"Naperville, Illinois",2014,,49915
Illinois,"Mendota, Illinois",2014,,24019
Illinois,"Mattoon, Illinois",2014,,42872
Illinois,"Macomb, Illinois",2014,,72550
Illinois,"Lincoln, Illinois",2014,,25587
Illinois,"La Grange Road, Illinois",2014,,14076
Illinois,"Kewanee, Illinois",2014,,17152
Illinois,"Kankakee, Illinois",2014,,22898
Illinois,"Joliet, Illinois",2014,,70148
Illinois,"Homewood, Illinois",2014,,44624
Illinois,"Glenview, Illinois",2014,,58882
Illinois,"Gilman, Illinois",2014,,3333
Illinois,"Galesburg, Illinois",2014,,100871
Illinois,"Effingham, Illinois",2014,,29330
Illinois,"Dwight, Illinois",2014,,10995
Illinois,"Du Quoin, Illinois",2014,,11362
Illinois,"Chicago, Illinois",2014,,3377259
Illinois,"Champaign-Urbana, Illinois",2014,,178487
Illinois,"Centralia, Illinois",2014,,26674
Illinois,"Carlinville, Illinois",2014,,11295
Illinois,"Carbondale, Illinois",2014,,129446
Illinois,"Bloomington/Normal, Illinois",2014,,261631
Illinois,"Alton, Illinois",2014,,68584
Illinois,"Summit, Illinois",2015,,12196
Illinois,"Springfield, Illinois",2015,,184420
Illinois,"Rantoul, Illinois",2015,,6371
Illinois,"Quincy, Illinois",2015,,46006
Illinois,"Princeton, Illinois",2015,,35788
Illinois,"Pontiac, Illinois",2015,,15312
Illinois,"Plano, Illinois",2015,,6771
Illinois,"Naperville, Illinois",2015,,46806
Illinois,"Mendota, Illinois",2015,,24073
Illinois,"Mattoon, Illinois",2015,,41956
Illinois,"Macomb, Illinois",2015,,71231
Illinois,"Lincoln, Illinois",2015,,23333
Illinois,"La Grange Road, Illinois",2015,,13398
Illinois,"Kewanee, Illinois",2015,,15849
Illinois,"Kankakee, Illinois",2015,,21736
Illinois,"Joliet, Illinois",2015,,64349
Illinois,"Homewood, Illinois",2015,,41499
Illinois,"Glenview, Illinois",2015,,58143
Illinois,"Gilman, Illinois",2015,,3138
Illinois,"Galesburg, Illinois",2015,,100503
Illinois,"Effingham, Illinois",2015,,27195
Illinois,"Dwight, Illinois",2015,,10191
Illinois,"Du Quoin, Illinois",2015,,10197
Illinois,"Chicago, Illinois",2015,,3295630
Illinois,"Champaign-Urbana, Illinois",2015,,172877
Illinois,"Centralia, Illinois",2015,,24804
Illinois,"Carlinville, Illinois",2015,,9626
Illinois,"Carbondale, Illinois",2015,,117922
Illinois,"Bloomington/Normal, Illinois",2015,,254317
Illinois,"Alton, Illinois",2015,,61249
Illinois,"Summit, Illinois",2016,,11056
Illinois,"Springfield, Illinois",2016,,165484
Illinois,"Rantoul, Illinois",2016,,5660
Illinois,"Quincy, Illinois",2016,,41769
Illinois,"Princeton, Illinois",2016,,37024
Illinois,"Pontiac, Illinois",2016,,15300
Illinois,"Plano, Illinois",2016,,6412
Illinois,"Naperville, Illinois",2016,,46856
Illinois,"Mendota, Illinois",2016,,23736
Illinois,"Mattoon, Illinois",2016,,37536
Illinois,"Macomb, Illinois",2016,,67981
Illinois,"Lincoln, Illinois",2016,,21245
Illinois,"La Grange Road, Illinois",2016,,12181
Illinois,"Kewanee, Illinois",2016,,17144
Illinois,"Kankakee, Illinois",2016,,20138
Illinois,"Joliet, Illinois",2016,,58211
Illinois,"Homewood, Illinois",2016,,37102
Illinois,"Glenview, Illinois",2016,,55340
Illinois,"Gilman, Illinois",2016,,2540
Illinois,"Galesburg, Illinois",2016,,98613
Illinois,"Effingham, Illinois",2016,,26276
Illinois,"Dwight, Illinois",2016,,9361
Illinois,"Du Quoin, Illinois",2016,,8972
Illinois,"Chicago, Illinois",2016,,3247117
Illinois,"Champaign-Urbana, Illinois",2016,,162050
Illinois,"Centralia, Illinois",2016,,21297
Illinois,"Carlinville, Illinois",2016,,10138
Illinois,"Carbondale, Illinois",2016,,101845
Illinois,"Bloomington/Normal, Illinois",2016,,226212
Illinois,"Alton, Illinois",2016,,59809
Illinois,"Summit, Illinois",2017,,12614
Illinois,"Springfield, Illinois",2017,,177241
Illinois,"Rantoul, Illinois",2017,,4773
Illinois,"Quincy, Illinois",2017,,41469
Illinois,"Princeton, Illinois",2017,,36942
Illinois,"Pontiac, Illinois",2017,,16717
Illinois,"Plano, Illinois",2017,,6187
Illinois,"Naperville, Illinois",2017,,45882
Illinois,"Mendota, Illinois",2017,,23141
Illinois,"Mattoon, Illinois",2017,,35822
Illinois,"Macomb, Illinois",2017,,67011
Illinois,"Lincoln, Illinois",2017,,21896
Illinois,"La Grange Road, Illinois",2017,,12754
Illinois,"Kewanee, Illinois",2017,,18012
Illinois,"Kankakee, Illinois",2017,,19745
Illinois,"Joliet, Illinois",2017,,61367
Illinois,"Homewood, Illinois",2017,,36850
Illinois,"Glenview, Illinois",2017,,55216
Illinois,"Gilman, Illinois",2017,,2371
Illinois,"Galesburg, Illinois",2017,,100287
Illinois,"Effingham, Illinois",2017,,25907
Illinois,"Dwight, Illinois",2017,,10058
Illinois,"Du Quoin, Illinois",2017,,8717
Illinois,"Chicago, Illinois",2017,,3388051
Illinois,"Champaign-Urbana, Illinois",2017,,158951
Illinois,"Centralia, Illinois",2017,,20710
Illinois,"Carlinville, Illinois",2017,,10062
Illinois,"Carbondale, Illinois",2017,,100858
Illinois,"Bloomington/Normal, Illinois",2017,,241844
Illinois,"Alton, Illinois",2017,,64420
Illinois,"Summit, Illinois",2018,,15816
Illinois,"Springfield, Illinois",2018,,168969
Illinois,"Rantoul, Illinois",2018,,4999
Illinois,"Quincy, Illinois",2018,,37282
Illinois,"Princeton, Illinois",2018,,38244
Illinois,"Pontiac, Illinois",2018,,17731
Illinois,"Plano, Illinois",2018,,6442
Illinois,"Naperville, Illinois",2018,,42104
Illinois,"Mendota, Illinois",2018,,22276
Illinois,"Mattoon, Illinois",2018,,34279
Illinois,"Macomb, Illinois",2018,,61002
Illinois,"Lincoln, Illinois",2018,,23581
Illinois,"La Grange Road, Illinois",2018,,11003
Illinois,"Kewanee, Illinois",2018,,17354
Illinois,"Kankakee, Illinois",2018,,19201
Illinois,"Joliet, Illinois",2018,,61182
Illinois,"Homewood, Illinois",2018,,36151
Illinois,"Glenview, Illinois",2018,,55496
Illinois,"Gilman, Illinois",2018,,2317
Illinois,"Galesburg, Illinois",2018,,94267
